tax_id,Kingdom,Phylum,Class,Order,Family,Genus,Species,16S_rRNA_Count,metadata_NSTI,gc,EC.1.4.99.5,EC.4.1.1.5,EC.1.1.1.76,EC.3.2.1.6,EC.3.2.1.14,EC.2.6.1.86,EC.4.1.1.74,EC.3.5.99.7,EC.5.4.4.2,EC.4.2.99.21,EC.3.3.2.1,EC.1.3.1.28,EC.3.2.1.21,EC.3.2.1.20,EC.3.2.1.91,EC.1.10.3.2,EC.1.11.1.7,EC.3.2.1.52,EC.3.5.1.4,EC.3.5.1.5,EC.3.4.11.1,EC.1.3.3.11,EC.3.1.3.1,EC.3.1.3.2,EC.3.1.3.8,EC.3.1.3.26,EC.3.1.6.1,EC.1.18.6.1,EC.1.14.18.3,EC.1.14.99.39,EC.1.7.2.6,EC.1.7.1.15,EC.1.7.2.2,EC.1.7.1.4,EC.1.7.7.1,EC.1.7.2.1,EC.1.7.2.5,EC.1.7.2.4
1002,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Berrdetiaceae,Hugenholtzia,Hugenholtzia roseola,1,0.368268333,0.525261998,0,0,0,0,0,0,0,0,1,0,0,0,1.333333333,1.333333333,0,0,0,2,0,0,1,0,1.666666667,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0
1002227,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomodales,Methylophilaceae,Methylovorus,Methylovorus menthalis,2,0.00425,0.531448763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
100225,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermatophilaceae,Austwickia,Austwickia cheloe,1,0.006412,0.570848195,0,0,0,0,0,0,0,0.333333333,1,0,0,0,2.333333333,1.666666667,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.333333333,0.333333333,0,0,1,0.333333333,0
1002526,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomodales,Pseudomodaceae,Halopseudomos,Halopseudomos formosensis,1,0.001324,0.539182853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,1
1002672,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,,,0.481605351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002689,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Occallatibacter,Occallatibacter riparius,1,0.010387,0.550239234,0,1,0,0,1,0,0,0,0,0,0,0,10,5,0,0,0,4,1,0,1,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0
1002691,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Occallatibacter,Occallatibacter savane,1,0.01408,0.550992471,0,1,0,0,1,0,0,0,0,0,0,0,10,5,0,0,0,4,1,0,1,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0
1002795,Bacteria,Firmicutes,Negativicutes,Selenomodales,Selenomodaceae,Pectitus,Pectitus sottacetonis,1,0.270392,0.537244562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
1002870,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,1,0.292796,0.582901554,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Thermoflexibacteraceae,Thermoflexibacter,Thermoflexibacter ruber,1,0.0176755,0.508602619,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
1003091,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium thuringiense,1,0.015946,0.560089021,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,4,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1003092,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium trifolii,1,0.03025,0.565925926,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1003110,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora maris,3,0.009132,0.597810485,0,0,0,0,2,1,0,0,0,0,0,0,8,2,1,0,0,4,2,3,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1003997,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus cellulosilyticus,5,0.093225,0.611443779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sancti,1,0.0379775,0.504089708,0,1,0,0,1,0,0,1,0,0,0,0,4,5,0,0,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
1004150,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus khanii,1,0.017472,0.555703803,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004159,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus tasmaniensis,1,0.054576,0.551124003,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004165,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus caribbeanensis,1,0.025607,0.552574329,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004166,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus hainensis,1,0.021878,0.557650471,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004261,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus indicireducens,1,0.022768,0.543234323,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004279,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium muleiense,1,0.005298,0.563772049,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,7,3,2,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
1004304,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Hydrotalea,Hydrotalea sandaraki,1,0.013566,0.509470934,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1004316,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrioles,Vibrioceae,Vibrio,Vibrio sonorensis,1,0.025775,0.538139145,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0
1004322,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrioles,Vibrioceae,Vibrio,Vibrio crosai,1,0.010959,0.535192563,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,4,0,3,1,0,1,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0
1004326,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrioles,Vibrioceae,Vibrio,Vibrio mexicanus,1,0.064725,0.540069686,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,1,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0
1004583,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Neoscardovia,Neoscardovia arbecensis,1,0.096355,0.587928465,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus perolens,1,0.015253,0.53024453,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100469,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia canis,1,0.029546,0.576140351,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004901,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia iterans,1,0.04729375,0.569915329,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,1,2,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1005039,Bacteria,Armatimodetes,Fimbriimodia,Fimbriimodales,Fimbriimodaceae,Fimbriimos,Fimbriimos ginsengisoli,2,0.005282,0.555324684,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1005665,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzendophytica,5,0.017197,0.554131054,0,1,1,0,0,0,1,0,2,0,1,1,3,2,0,0,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
1005667,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryziphila,1,0.01235,0.556907659,0,1,2,0,0,0,1,0,2,0,1,1,3,2,0,0,0,2,3,0,1,0,1,2,0,0,0,7,0,0,0,3,0,0,0,0,0,0
1005740,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminivibrio,Aminivibrio pyruvatiphilus,1,0.207522,0.567661346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005925,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimodales,Kordiimodaceae,Kordiimos,Kordiimos aestuarii,1,0.043058,0.546544429,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005926,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda taeanensis,2,0.015608,0.559416261,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1005928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius lutimaris,1,0.004806,0.544149318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1005944,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides szechwanensis,1,0.007323,0.5787598,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,1,3,3,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1005945,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides psychrotolerans,1,0.008411,0.581129378,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,1,4,0,2,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
1006,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Marivirgaceae,Marivirga,Marivirga tractuosa,2,0.0079465,0.521160853,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006005,Archaea,Crerchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cupri,1,0.0889765,0.61665582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1006155,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria weihenstephanensis,1,0.005236,0.530383091,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1006576,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,Defluviitoga tunisiensis,3,0.0188445,0.550730897,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006623,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromodales,Aeromodaceae,Aeromos,Aeromos cavernicola,10,0.027621,0.55156354,0,1,0,0,3,0,0,1,2,0,1,1,2,1,0,0,0,2,1,0,2,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0
1007089,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Compostibacter,Compostibacter hankyongensis,2,0.117132,0.526606773,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007092,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlutus,Microlutus terrae,1,0.0156,0.583622484,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,3,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1007095,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligeceae,Pigmentiphaga,Pigmentiphaga soli,3,0.04422,0.562284928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
1007097,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia caeni,1,0.03912,0.575017446,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,1,2,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1007098,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus daejeonensis,3,0.066869,0.563674322,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomodales,Pseudomodaceae,Pseudomos,Pseudomos kuykendallii,1,0.005308,0.531375167,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1007105,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligeceae,Pusillimos (ex Stolz et al. 2005),Pusillimos sp. T7-7,1,0.007773,0.541237113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0
100716,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,Chloroherpeton thalassium,1,0.009204,0.509052874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1007511,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Sphingomodaceae,Sphingobium,Sphingobium limneticum,1,0.03611275,0.54568075,0,0,1,0,0,0,0,0,0,1,0,0,6,2,0,0,0,1.75,1,0,2,0,1.25,0,1,0,1.25,0,0,0,0,2,0,0,0,0,0,0
1007516,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Sphingomodaceae,Rhizorhabdus,Rhizorhabdus starnbergensis,1,0.050017,0.544364587,0,0,0.333333333,0,0,0,0,0,0,1,0,0,0.666666667,1,0,0,0,1,2.333333333,0,2,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,1.333333333,0
1007676,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus ginsenosidimutans,3,0.003716,0.51058134,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis,2,0.014557,0.525512156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008152,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus pallidirubidus,1,0.224956,0.576819407,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1008153,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus paucihalophilus,1,0.160528,0.586765699,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
1008305,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium thailandense,2,0.139894,0.619118745,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008307,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrioles,Cellvibrioceae,Maricurvus,Maricurvus nonylphenolicus,2,0.070659,0.532,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,0,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
1008308,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XII. Incertae Sedis,Fusibacter,Fusibacter tunisiensis,1,0.048604,0.540199336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008392,Bacteria,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum,Chitinispirillum alkaliphilum,1,0.014994,0.524188204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008460,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus yayanosii,1,0.135498333,0.66462685,0,0,0,0,0.666666667,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,1,0.013238,0.516498316,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,1,0.015706,0.562962963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100901,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Aplasmataceae,Wolbachia,Wolbachia endosymbiont of Onchocerca ochengi,,,0.473404255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium mizutaii,1,0.0114498,0.544809905,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
101059,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus neidei,1,0.100637,0.518046709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010610,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium gphalii,1,0.029548,0.555709343,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1010611,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobius,Thalassobius litoralis,1,0.002606,0.552280702,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101070,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus,9,0.023121,0.534237288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101192,Archaea,Euryarchaeota,Methanomicrobia,Methanosarciles,Methanosarciceae,Methanomethylovorans,Methanomethylovorans hollandica,2,0.088165667,0.557649192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101383,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,Cryomorpha igva,1,0.485687,0.516174402,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101385,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,1,0.0449885,0.521025452,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1014,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,Weeksella virosa,1,0.0117245,0.491123545,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
